name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,unknown_teff,unknown_age,unknown_radius,unknown_period,unknown_impact,unknown_mag_v
KMT-2017-BLG-2509 b,Confirmed,2.09,1.26,1.68,,,,,,,,,,2.14,0.39,0.27,,,,,,,,2021,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-2509,265.591666674,-26.317222229,,,,,,7040.0,1220.0,890.0,,,,0.46,0.27,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-0029 b,Confirmed,0.02017,0.00236,0.0025,,,,,,,,,,3.94,0.35,0.35,,,,,,,,2019,2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-0029,264.470833351,-27.984722243,,,,,,2730.0,220.0,890.0,,,,1.06,0.17,0.2,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-0030 b,Confirmed,1.45,0.88,1.23,,,,,,,,,,4.39,2.4,2.2,,,,,,,,2022,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-0030,264.516666668,-28.041666674,,,,,,640.0,1960.0,1280.0,,,,0.51,0.3,0.43,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-0087 b,Confirmed,0.23,0.12,0.32,,,,,,,,,,0.87,0.25,0.25,,,,,,,,2022,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-0087,264.325000006,-27.831944473,,,,,,7020.0,1150.0,1030.0,,,,0.1,0.05,0.14,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-0247 b,Confirmed,2.11,1.0,2.0,,,,,,,,,,2.46,0.6,0.5,,,,,,,,2022,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-0247,264.558333338,-27.150277781,,,,,,6760.0,1240.0,990.0,,,,0.29,0.14,0.28,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-0748 b,Confirmed,0.19,0.1,0.28,,,,,,,,,,0.62,0.09,0.09,,,,,,,,2020,2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-0748,267.87500001,-30.646388912,,,,,,7300.0,1100.0,1100.0,,,,0.087,0.047,0.132,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1025L b,Confirmed,0.019064,0.0101,0.025,,,,,,,,,,1.305,0.23,0.1,,,,,,,,2021,2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1025L,269.862500009,-27.878055582,,,,,,6700.0,,,,,,0.22,,,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1292L b,Confirmed,4.9,1.5,1.5,,,,,,,,,,6.8,1.3,1.3,,,,,,,,2019,2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1292L,263.179166681,-33.520555569,,,,,,2920.0,540.0,620.0,,,,1.6,0.6,0.6,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1743 b,Confirmed,0.925,0.68,0.675,,,,,,,,,,1.74,0.7,0.5,,,,,,,,2021,2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1743,274.283333336,-26.359722237,,,,,,6200.0,1200.0,1500.0,,,,0.3,0.2,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1976L b,Confirmed,1.96,1.12,1.23,,,,,,,,,,2.04,0.83,0.72,,,,,,,,2021,2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1976L,266.354166675,-35.700277792,,,,,,5840.0,2360.0,2060.0,,,,0.65,0.37,0.41,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1988L b,Confirmed,0.0214,0.0104,0.0148,,,,,,,,,,2.83,0.97,1.23,,,,,,,,2021,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1988L,265.283333336,-35.594722243,,,,,,4200.0,1400.0,1800.0,,,,0.47,0.25,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1990L b,Confirmed,0.57,0.25,0.79,,,,,,,,,,7.2,1.6,1.6,,,,,,,,2019,2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1990L,268.433333348,-22.152500005,,,,,,1239.0,430.0,1006.0,,,,0.14,0.06,0.2,,,,M,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-1996L b,Confirmed,1.22,0.63,0.72,,,,,,,,,,1.97,0.25,0.51,,,,,,,,2021,2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-1996L,268.679166681,-22.820277797,,,,,,5910.0,2340.0,1540.0,,,,0.69,0.38,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-2004 b,Confirmed,0.27,0.12,0.12,,,,,,,,,,4.62,1.1,0.8,,,,,,,,2022,2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-2004,268.429166681,-30.34027779,,,,,,6980.0,1530.0,1040.0,,,,0.69,0.31,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-2119 b,Confirmed,12.0,7.0,22.0,,,,,,,,,,0.8,0.13,0.13,,,,,,,,2022,2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-2119,269.200000016,-28.683333347,,,,,,7420.0,1400.0,1400.0,,,,0.21,0.12,0.34,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2018-BLG-2602 b,Confirmed,1.15,0.6,0.7,,,,,,,,,,3.81,2.32,2.56,,,,,,,,2022,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2018-BLG-2602,267.395833345,-21.976111138,,,,,,4310.0,1840.0,1970.0,,,,0.66,0.36,0.42,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-0253 b,Confirmed,0.0289,0.0129,0.016,,,,,,,,,,3.1,0.9,0.8,,,,,,,,2021,2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-0253,267.883333344,-29.565555579,,,,,,4900.0,1600.0,1900.0,,,,0.7,0.31,0.34,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-0298 b,Confirmed,1.81,0.96,0.96,,,,,,,,,,5.67,2.7,2.7,,,,,,,,2023,2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-0298,264.87800001024,-27.6381389054,,,,,,,,,,,,,,,,,,,,,,,,,,,OGLE-2019-BLG-0445,True,True,True,True,True,True
KMT-2019-BLG-0414L b,Confirmed,4.42,2.3,4.0,,,,,,,,,,1.3,0.7,0.7,,,,,,,,2022,2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-0414,268.854166675,-21.895555583,,,,,,4410.0,1930.0,1790.0,,,,0.74,0.38,0.43,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-0578 b,Confirmed,1.2,0.6,1.2,,,,,,,,,,1.2,0.2,0.2,,,,,,,,2025,2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-0578,269.48466666666667,-27.78930555555556,,,,,16.05,8500.0,700.0,900.0,,,,0.28,0.14,0.28,,,,M3V,,,,,,,,,KB190578,True,True,True,True,True,True
KMT-2019-BLG-0842 b,Confirmed,10.28,5.28,5.84,,,,,,,,,,3.31,1.47,1.38,,,,,,,,2019,2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-0842,268.45833335,-29.877500026,,,,,,3320.0,1390.0,1220.0,,,,0.76,0.39,0.42,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-1042 b,Confirmed,0.19,0.11,0.21,,,,,,,,,,1.7,0.5,0.5,,,,,,,,2022,2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1042,270.545833337,-27.580555578,,,,,,6600.0,1700.0,800.0,,,,0.3,0.18,0.34,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-1216 b,Confirmed,0.094,0.05,0.05,,,,,,,,,,2.44,1.12,1.12,,,,,,,,2023,2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1216,268.479166685,-35.136666672,,,,,,2740.0,1020.0,1020.0,,,,0.39,0.21,0.21,,,,,,,,,,,,,OGLE-2019-BLG-1033,True,True,True,True,True,True
KMT-2019-BLG-1339 b,Confirmed,12.2,6.7,16.1,,,,,,,,,,0.67,0.35,0.77,,,,,,,,2020,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,EWS 2019-BLG-1019,,KMT-2019-BLG-1339,265.741666686,-25.573888906,,,,,,7150.0,1250.0,1060.0,,,,0.27,0.15,0.36,,,,,,,,,,,,,"EWS 2019-BLG-1019, OGLE 2019-BLG-1019",True,True,True,True,True,True
KMT-2019-BLG-1367 b,Confirmed,0.01284,0.00654,0.00812,,,,,,,,,,1.7,0.56,0.5,,,,,,,,2022,2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1367,272.470833351,-29.762222247,,,,,,4670.0,2100.0,2450.0,,,,0.25,0.13,0.16,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-1552 b,Confirmed,4.05,1.85,1.73,,,,,,,,,,2.6,0.8,0.6,,,,,,,,2022,2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1552,269.595833341,-27.566944456,,,,,,,,,,,,0.79,0.36,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-1715 b,Confirmed,2.56,1.16,1.13,,,,,,,,,,3.32,0.9,0.8,,,,,,,,2021,2021-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1715,270.370833343,-28.777222246,,,,,,3860.0,1120.0,1000.0,,,,0.76,0.3,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-1806 b,Confirmed,0.01469,0.005,0.00491,,,,,,,,,,3.02,0.73,0.7,,,,,,,,2022,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Microlensing,,OGLE-2019-BLG-1250 b,,KMT-2019-BLG-1806,270.537500003,-29.41500002,,,,,,6640.0,2000.0,720.0,,,,0.74,0.27,0.25,,,,,,,,,,,,,OGLE-2019-BLG-1250,True,True,True,True,True,True
KMT-2019-BLG-1953L b,Confirmed,0.59,0.32,0.71,,,,,,,,,,0.8,0.6,0.9,,,,,,,,2020,2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1953,269.116666676,-28.201111116,,,,,,7040.0,1330.0,1100.0,,,,0.31,0.17,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-1953L c,Confirmed,0.28,0.15,0.35,,,,,,,,,,0.8,0.7,0.9,,,,,,,,2020,2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-1953,269.116666676,-28.201111116,,,,,,7040.0,1330.0,1100.0,,,,0.31,0.17,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-2783 b,Confirmed,1.16,0.77,0.77,,,,,,,,,,1.85,0.93,0.93,,,,,,,,2023,2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-219:BLG-2783,269.29166667,-33.788611131,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2019-BLG-2974 b,Confirmed,0.28,0.18,0.28,,,,,,,,,,2.0,0.7,0.8,,,,,,,,2022,2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2019-BLG-2974,267.854166675,-29.423055569,,,,,,6100.0,2100.0,1500.0,,,,0.47,0.28,0.41,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2020-BLG-0414L b,Confirmed,0.00588,0.0005,0.00085,,,,,,,,,,2.07,0.09,0.24,,,,,,,,2021,2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2020-BLG-0414L,271.91666668,-28.485277789,,,,,,1330.0,120.0,160.0,,,,0.49,0.03,0.06,0.01,,,DA,,,,,,,,,,True,True,True,True,True,True
KMT-2020-BLG-0757 b,Confirmed,10.7,5.6,6.2,,,,,,,,,,11.54,2.25,1.6,,,,,,,,2024,2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2020-BLG-0757,271.135,-27.922666666666668,,,,,,6670.0,1300.0,930.0,,,,0.58,0.3,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0119 b,Confirmed,5.7,3.0,3.0,,,,,,,,,,3.0,0.8,1.0,,,,,,,,2022,2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0119,274.0,-29.743888912,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0171L b,Confirmed,0.0352,0.0142,0.0173,,,,,,,,,,3.5,1.0,1.3,,,,,,,,2022,2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0171L,269.241666686,-30.093055565,,,,,,4600.0,1100.0,1800.0,,,,0.78,0.29,0.29,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0192 b,Confirmed,0.15,0.1,0.1,,,,,,,,,,2.6,1.3,1.1,,,,,,,,2022,2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0192,268.104166675,-30.008611118,,,,,,3000.0,1800.0,1200.0,,,,0.4,0.2,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0240 b,Confirmed,0.4,0.08,0.08,,,,,,,,,,2.6,3.0,3.0,,,,,,,,2022,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0240,267.579166673,-30.005000004,,,,,,7000.0,1500.0,1000.0,,,,0.47,0.24,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0240 c,Confirmed,0.7,0.25,0.25,,,,,,,,,,4.0,3.0,3.0,,,,,,,,2022,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0240,267.579166673,-30.005000004,,,,,,7000.0,1500.0,1000.0,,,,0.47,0.24,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0320 b,Confirmed,0.1,0.07,0.13,,,,,,,,,,2.0,0.75,0.75,,,,,,,,2022,2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0320,269.387500011,-30.503888902,,,,,,6950.0,1330.0,1070.0,,,,0.32,0.21,0.39,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0322 b,Confirmed,6.4,2.78,2.64,,,,,,,,,,,,,,,,,,,,2021,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0322,270.912500013,-29.60444446,,,,,,6600.0,1100.0,900.0,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0712 b,Confirmed,0.12016,0.038,0.066,,,,,,,,,,2.22,0.48,0.66,,,,,,,,2022,2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0712,269.287500003,-31.184444449,,,,,,3090.0,750.0,940.0,,,,0.22,0.07,0.12,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0736 b,Confirmed,0.066,0.05,0.041,,,,,,,,,,4.0,0.8,0.9,,,,,,,,2025,2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,KMT-2021-BLG-0736,268.32258333333334,-29.712419444444443,,,,,,8900.0,800.0,700.0,,,,0.6,0.29,0.37,,,,M0V,,,,,,,,,KB210736,True,True,True,True,True,True
KMT-2021-BLG-0748 b,Confirmed,0.45,0.25,0.4,,,,,,,,,,2.43,0.67,0.67,,,,,,,,2022,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0748,272.420833347,-25.746666692,,,,,,6090.0,1310.0,920.0,,,,0.36,0.2,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0909 b,Confirmed,1.26,0.66,1.0,,,,,,,,,,1.75,0.42,0.42,,,,,,,,2022,2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-0909,265.620833343,-27.639166684,,,,,,6480.0,1380.0,1000.0,,,,0.38,0.2,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-0912 b,Confirmed,6.92,2.6,2.13,,,,,,,,,,3.03,2.46,3.46,,,,,,,,2021,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2021-BLG-233,,KMT-2021-BLG-0912,269.820833339,-31.997777809,,,,,,6710.0,1250.0,960.0,,,,0.75,0.28,0.28,,,,,,,,,,,,,MOA-2021-BLG-233,True,True,True,True,True,True
KMT-2021-BLG-1077L b,Confirmed,0.22,0.12,0.31,,,,,,,,,,1.26,1.08,1.41,,,,,,,,2022,2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1077L,266.487500019,-33.842777802,,,,,,8240.0,1160.0,1020.0,,,,0.14,0.07,0.19,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1077L c,Confirmed,0.25,0.13,0.35,,,,,,,,,,0.93,0.8,1.05,,,,,,,,2022,2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1077L,266.487500019,-33.842777802,,,,,,8240.0,1160.0,1020.0,,,,0.14,0.07,0.19,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1105 b,Confirmed,1.3,0.68,0.68,,,,,,,,,,3.54,1.0,1.0,,,,,,,,2022,2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1105,265.733333352,-25.508888906,,,,,,4540.0,1670.0,1670.0,,,,0.63,0.33,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1150L b,Confirmed,0.88,0.38,0.38,,,,,,,,,,4.5,1.6,1.6,,,,,,,,2023,2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1150L,268.79166667,-31.31333335,,,,,,3800.0,130.0,130.0,,,,0.73,0.32,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1253 b,Confirmed,0.05994,0.0319,0.06425,,,,,,,,,,1.52,0.41,0.57,,,,,,,,2022,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1253,267.616666676,-29.279166682,,,,,,6649.0,1300.0,1030.0,,,,0.24,0.13,0.26,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1303 b,Confirmed,0.38,0.2,0.22,,,,,,,,,,2.89,0.66,0.44,,,,,,,,2022,2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1303,271.862500009,-29.281666684,,,,,,6280.0,1430.0,950.0,,,,0.57,0.29,0.32,,,,,,,,,,,,,MOA-2021-BLG-182,True,True,True,True,True,True
KMT-2021-BLG-1372 b,Confirmed,0.19278,0.11289,0.11289,,,,,,,,,,2.37,0.77,0.77,,,,,,,,2022,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1372,264.487500019,-28.148333348,,,,,,5970.0,2400.0,1500.0,,,,0.42,0.25,0.25,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1391 b,Confirmed,0.01432,0.00727,0.00727,,,,,,,,,,2.29,0.71,0.56,,,,,,,,2022,2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1391,270.683333348,-23.060555565,,,,,,5720.0,1670.0,1100.0,,,,0.37,0.19,0.19,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1547L b,Confirmed,1.47,0.77,0.65,,,,,,,,,,4.5,1.3,0.9,,,,,,,,2023,2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1547L,272.150000012,-29.083888891,,,,,,5070.0,150.0,100.0,,,,0.72,0.38,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1554 b,Confirmed,0.12,0.07,0.2,,,,,,,,,,0.84,0.2,0.2,,,,,,,,2022,2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1554,267.804166671,-31.864444473,,,,,,7680.0,1100.0,1040.0,,,,0.08,0.04,0.13,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1689L b,Confirmed,0.145,0.094,0.072,,,,,,,,,,2.5,0.6,0.8,,,,,,,,2022,2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1689L,269.579166673,-30.14527779,,,,,,7200.0,1300.0,700.0,,,,0.58,0.27,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-1898 b,Confirmed,0.76,0.05,0.05,,,,,,,,,,2.5,0.5,0.5,,,,,,,,2022,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1898,265.691666682,-27.375833348,,,,,,6900.0,1300.0,900.0,,,,0.48,0.26,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2021-BLG-2010 b,Confirmed,1.07,0.68,1.15,,,,,,,,,,1.79,0.38,0.3,,,,,,,,2023,2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-2010,268.016666668,-32.26972223,,,,,,7090.0,380.0,300.0,,,,0.37,0.23,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
